1;Date;Time;PM1,0;PM2,5;PM10;Temperature;Pressure;Humidity;Gas;Altitude
334;2020,02,21;5:20:47;17;19;13;2,65;1009,98;60,16;80,12;27,26
335;2020,02,21;5:23:47;17;19;13;2,63;1009,96;60,08;80,42;27,43
336;2020,02,21;5:26:47;18;20;14;2,65;1009,94;60;80,42;27,6
337;2020,02,21;5:29:48;18;20;14;2,68;1009,92;59,92;80,12;27,76
338;2020,02,21;5:32:48;24;27;19;2,76;1009,9;59,64;80,27;27,93
339;2020,02,21;5:35:48;18;20;14;2,87;1009,87;59,26;78,69;28,18
340;2020,02,21;5:38:48;16;18;13;3;1009,83;58,81;79,81;28,51
341;2020,02,21;5:41:48;17;19;13;3,12;1009,81;58,44;80,42;28,68
342;2020,02,21;5:44:49;17;19;13;3,25;1009,77;57,91;79,29;29,01
343;2020,02,21;5:47:49;17;19;13;3,4;1009,75;57,63;78,54;29,18
344;2020,02,21;5:50:49;15;17;12;3,55;1009,67;57,1;79,81;29,85
345;2020,02,21;5:53:49;14;15;11;3,66;1009,63;57,09;79,44;30,18
346;2020,02,21;5:56:50;14;15;11;3,79;1009,51;56,69;78,47;31,19
347;2020,02,21;5:59:50;13;14;10;3,92;1009,45;56,25;79,44;31,69
348;2020,02,21;6:02:50;12;13;9;4,01;1009,39;55,89;80,04;32,19
349;2020,02,21;6:05:50;13;14;10;4,09;1009,32;55,57;80,35;32,77
350;2020,02,21;6:08:50;13;14;10;4,2;1009,26;55,58;78,91;33,27
351;2020,02,21;6:11:51;13;14;10;4,28;1009,14;55,1;79,29;34,28
352;2020,02,21;6:14:51;14;15;11;4,35;1009,08;54,88;81,91;34,78
353;2020,02,21;6:17:51;12;13;9;4,43;1009,16;54,76;82,07;34,11
354;2020,02,21;6:20:51;13;14;10;4,49;1009,18;54,87;81,52;33,94
355;2020,02,21;6:23:51;13;14;10;4,54;1009,2;54,56;79,51;33,78
356;2020,02,21;6:26:52;15;17;12;4,58;1009,2;54,66;79,96;33,78
357;2020,02,21;6:29:52;16;18;13;4,58;1009,2;54,54;81,6;33,78
358;2020,02,21;6:32:52;16;18;13;4,59;1009,18;54,54;82,07;33,94
359;2020,02,21;6:35:52;14;15;11;4,61;1009,2;54,79;79,89;33,78
360;2020,02,21;6:38:53;15;17;12;4,66;1009,18;54,4;79,96;33,94
361;2020,02,21;6:41:53;14;15;11;4,68;1009,16;54,34;81,2;34,11
362;2020,02,21;6:44:53;14;15;11;4,69;1009,18;54,44;79,74;33,94
363;2020,02,21;6:47:53;16;18;13;4,7;1009,14;54,46;79,21;34,28
364;2020,02,21;6:50:53;16;18;13;4,73;1009,18;54,61;77,6;33,94
365;2020,02,21;6:53:54;15;17;12;4,77;1009,28;54,58;74,71;33,11
366;2020,02,21;6:56:54;16;18;13;4,81;1009,3;54,66;75,72;32,94
367;2020,02,21;6:59:54;16;18;13;4,8;1009,34;54,66;76,75;32,61
368;2020,02,21;7:02:54;19;21;15;4,8;1009,39;54,9;73,15;32,19
369;2020,02,21;7:05:55;18;20;14;4,83;1009,41;54,62;72,89;32,02
370;2020,02,21;7:08:55;15;17;12;4,87;1009,41;54,55;74,24;32,02
371;2020,02,21;7:11:55;14;15;11;4,93;1009,41;54,46;74,31;32,02
372;2020,02,21;7:14:55;13;14;10;5,03;1009,39;54,16;73,02;32,19
373;2020,02,21;7:17:55;13;14;10;5,15;1009,45;53,94;74,18;31,69
374;2020,02,21;7:20:56;13;14;10;5,4;1009,47;53,11;73,21;31,52
375;2020,02,21;7:23:56;13;14;10;5,63;1009,51;52,33;73,08;31,19
376;2020,02,21;7:26:56;13;14;10;5,84;1009,57;51,2;74,05;30,68
377;2020,02,21;7:29:56;13;14;10;6;1009,55;50,83;75,17;30,85
378;2020,02,21;7:32:57;14;15;11;6,08;1009,59;50,9;74,24;30,52
379;2020,02,21;7:35:57;12;13;9;6,16;1009,57;50,88;74,05;30,68
380;2020,02,21;7:38:57;13;14;10;6,28;1009,57;50,91;72,02;30,68
381;2020,02,21;7:41:57;16;18;13;6,48;1009,57;50,38;70,33;30,68
382;2020,02,21;7:44:57;16;18;13;6,75;1009,61;49,19;68,89;30,35
383;2020,02,21;7:47:58;13;14;10;6,92;1009,55;48,49;70,51;30,85
384;2020,02,21;7:50:58;26;29;21;6,96;1009,45;48,42;70,1;31,69
385;2020,02,21;7:53:58;13;14;10;6,87;1009,43;48,52;70,45;31,86
386;2020,02,21;7:56:58;11;12;8;6,77;1009,51;48,93;71,04;31,19
387;2020,02,21;7:59:59;13;14;10;6,7;1009,59;49,17;70,63;30,52
388;2020,02,21;8:02:59;11;12;8;6,71;1009,63;49,33;69,92;30,18
389;2020,02,21;8:05:59;12;13;9;6,79;1009,63;49,21;68,39;30,18
390;2020,02,21;8:08:59;13;14;10;6,88;1009,61;49;67,94;30,35
391;2020,02,21;8:11:59;15;17;12;6,94;1009,67;48,98;67,51;29,85
392;2020,02,21;8:15:00;17;19;13;7,02;1009,77;48,97;67,13;29,01
393;2020,02,21;8:18:00;15;17;12;7,09;1009,83;48,94;67,29;28,51
394;2020,02,21;8:21:00;23;26;18;7,18;1009,98;48,87;65,66;27,26
395;2020,02,21;8:24:00;24;27;19;7,28;1010,1;48,76;66,13;26,26
396;2020,02,21;8:27:00;17;19;13;7,46;1010,16;48,63;65,2;25,76
397;2020,02,21;8:30:01;15;17;12;7,73;1010,28;47,61;66,18;24,76
398;2020,02,21;8:33:01;14;15;11;8,17;1010,38;46,29;66,02;23,92
399;2020,02,21;8:36:01;16;18;13;8,51;1010,38;45,39;65,82;23,92
400;2020,02,21;8:39:01;44;49;35;8,55;1010,46;45,55;67,13;23,25
401;2020,02,21;8:42:02;26;29;21;8,59;1010,48;45,89;67,24;23,09
402;2020,02,21;8:45:02;21;23;17;8,53;1010,46;45,86;67,51;23,25
403;2020,02,21;8:48:02;15;17;12;8,43;1010,52;45,75;67,35;22,76
404;2020,02,21;8:51:02;15;17;12;8,32;1010,56;46,02;65,76;22,42
405;2020,02,21;8:54:02;13;14;10;8,35;1010,7;45,54;65,05;21,25
406;2020,02,21;8:57:03;23;26;18;8,21;1010,97;45,77;67,72;19
407;2020,02,21;9:00:03;21;23;17;7,97;1011,36;46,52;69,46;15,75
408;2020,02,21;9:03:03;26;29;21;7,74;1011,72;47,72;68,5;12,75
409;2020,02,21;9:06:03;45;51;36;7,63;1011,99;48,34;66,13;10,5
410;2020,02,21;9:09:03;26;29;21;7,54;1012,09;49,51;66,28;9,66
411;2020,02,21;9:12:04;10;11;8;7,48;1012,21;48,98;72,39;8,66
412;2020,02,21;9:15:04;11;12;8;7,47;1012,19;49,88;72,02;8,83
413;2020,02,21;9:18:04;9;10;7;7,64;1012,11;49,67;68,72;9,5
414;2020,02,21;9:21:04;9;10;7;8,02;1011,77;48,19;69,52;12,33
415;2020,02,21;9:24:05;12;13;9;8,51;1011,48;48,83;67,4;14,75
416;2020,02,21;9:27:05;20;22;16;9,08;1011,36;47,37;65,51;15,75
417;2020,02,21;9:30:05;17;19;13;9,43;1011,3;45,79;65,41;16,25
418;2020,02,21;9:33:05;15;17;12;9,43;1011,3;46,16;65,25;16,25
419;2020,02,21;9:36:05;20;22;16;9,34;1011,38;47,62;63,05;15,58
420;2020,02,21;9:39:06;19;21;15;9,21;1011,44;47,78;63,48;15,08
421;2020,02,21;9:42:06;16;18;13;9,06;1011,46;47,85;63,96;14,92
422;2020,02,21;9:45:06;13;14;10;8,92;1011,5;48,32;63,77;14,58
423;2020,02,21;9:48:06;11;12;8;8,92;1011,5;47,71;65,92;14,58
424;2020,02,21;9:51:07;12;13;9;8,98;1011,54;47,98;66,54;14,25
425;2020,02,21;9:54:07;10;11;8;9,13;1011,4;48,84;65,66;15,42
426;2020,02,21;9:57:07;11;12;8;9,38;1011,27;49,76;63,67;16,5
427;2020,02,21;10:00:07;18;21;14;9,63;1011,19;49,05;64,06;17,17
428;2020,02,21;10:03:07;43;59;34;9,99;1011,17;48,79;63,19;17,33
429;2020,02,21;10:06:08;12;13;9;10,46;1011,17;48,16;61,94;17,33
430;2020,02,21;10:09:08;12;13;9;11,04;1011,19;47,1;60,21;17,17
431;2020,02,21;10:12:08;9;10;7;11,55;1011,23;45,71;60,34;16,83
432;2020,02,21;10:15:08;8;9;6;12,02;1011,3;44,52;59,78;16,25
433;2020,02,21;10:18:08;10;11;8;12,59;1011,36;42,91;57,81;15,75
434;2020,02,21;10:21:09;12;13;9;13,11;1011,38;40,73;58,29;15,58
435;2020,02,21;10:24:09;9;10;7;13,44;1011,34;39,45;59,48;15,91
436;2020,02,21;10:27:09;10;11;8;13,62;1011,28;38,89;61,22;16,42
437;2020,02,21;10:30:09;14;15;11;13,81;1011,25;37,93;60,99;16,67
438;2020,02,21;10:33:10;12;13;9;14,09;1011,28;36,87;60,99;16,42
439;2020,02,21;10:36:10;10;11;8;14,18;1011,34;36,76;61,89;15,91
440;2020,02,21;10:39:10;9;10;7;14,14;1011,32;37,29;61,62;16,08
441;2020,02,21;10:42:10;11;12;8;13,95;1011,32;37,5;62,03;16,08
442;2020,02,21;10:45:10;17;19;13;14,08;1011,32;37,02;61,22;16,08
443;2020,02,21;10:48:11;15;17;12;14,44;1011,38;35,85;59,4;15,58
444;2020,02,21;10:51:11;13;14;10;14,78;1011,38;35,27;59,31;15,58
445;2020,02,21;10:54:11;15;17;12;14,92;1011,34;35,76;59,27;15,91
446;2020,02,21;10:57:11;15;17;12;15,06;1011,32;35,11;58,29;16,08
447;2020,02,21;11:00:11;12;13;9;15,02;1011,28;35,36;59,02;16,42
448;2020,02,21;11:03:12;13;14;10;14,98;1011,23;35,87;58,29;16,83
449;2020,02,21;11:06:12;13;14;10;14,82;1011,21;36,88;58,69;17
450;2020,02,21;11:09:12;18;20;14;14,76;1011,21;36,86;59,27;17
451;2020,02,21;11:12:12;11;12;8;14,71;1011,19;36,99;60,21;17,17
452;2020,02,21;11:15:12;9;10;7;14,88;1011,21;36,35;60,77;17
453;2020,02,21;11:18:13;10;11;8;15,14;1011,23;35,4;61,75;16,83
454;2020,02,21;11:21:13;10;11;8;15,51;1011,27;34,8;61,04;16,5
455;2020,02,21;11:24:13;10;11;8;15,89;1011,3;33,81;59,36;16,25
456;2020,02,21;11:27:13;8;9;6;16,03;1011,3;33,53;62,12;16,25
457;2020,02,21;11:30:14;9;10;7;16,13;1011,3;33,77;61,04;16,25
458;2020,02,21;11:33:14;11;12;8;16,05;1011,32;34,51;62,21;16,08
459;2020,02,21;11:36:14;11;12;8;15,97;1011,3;34,6;62,35;16,25
460;2020,02,21;11:39:14;9;10;7;15,96;1011,27;34,53;62,17;16,5
461;2020,02,21;11:42:14;11;12;8;15,92;1011,25;34,72;61,8;16,67
462;2020,02,21;11:45:15;11;12;8;15,87;1011,25;35,07;61,48;16,67
463;2020,02,21;11:48:15;10;11;8;15,81;1011,25;35,11;60,6;16,67
464;2020,02,21;11:51:15;8;9;6;15,84;1011,27;35,18;59,82;16,5
465;2020,02,21;11:54:15;9;10;7;16,01;1011,27;34,73;59,15;16,5
466;2020,02,21;11:57:15;10;11;8;15,45;1011,28;36,6;60,68;16,42
467;2020,02,21;12:00:16;11;12;8;14,57;1011,28;41,37;62,26;16,42
468;2020,02,21;12:03:16;9;10;7;13,83;1011,38;43,78;63,48;15,58
469;2020,02,21;12:06:16;10;11;8;13,52;1011,44;44,43;64,06;15,08
470;2020,02,21;12:09:16;6;6;4;13,53;1011,46;42,72;65,92;14,92
471;2020,02,21;12:12:16;4;4;3;13,72;1011,44;41,63;66,97;15,08
472;2020,02,21;12:15:17;5;5;3;14,01;1011,4;40,86;67,02;15,42
473;2020,02,21;12:18:17;3;3;2;14,2;1011,42;40,45;67,29;15,25
474;2020,02,21;12:21:17;3;3;2;14,4;1011,42;40,54;67,13;15,25
475;2020,02,21;12:24:17;3;3;2;14;1011,42;41,47;67,89;15,25
476;2020,02,21;12:27:18;3;3;2;13,16;1011,58;44,51;68,16;13,91
477;2020,02,21;12:30:18;3;3;2;11,78;1011,77;55,33;65,2;12,33
478;2020,02,21;12:33:18;3;3;2;10,41;1012,03;60,71;62,86;10,16
479;2020,02,21;12:36:18;6;6;4;9,37;1012,13;63,97;61,71;9,33
480;2020,02,21;12:39:18;4;4;2;8,74;1012,23;65,42;61,17;8,5
481;2020,02,21;12:42:19;4;4;3;8,47;1012,25;65,24;61,75;8,33
482;2020,02,21;12:45:19;4;4;3;8,46;1012,23;64,25;61,94;8,5
483;2020,02,21;12:48:19;4;4;3;8,68;1012,19;62,96;62,03;8,83
484;2020,02,21;12:51:19;4;4;2;9,01;1012,21;61,28;62,12;8,66
485;2020,02,21;12:54:19;5;5;4;9,48;1012,23;59,65;61,08;8,5
486;2020,02,21;12:57:20;6;6;4;10,01;1012,21;57,54;60,82;8,66
487;2020,02,21;13:00:20;7;7;5;10,54;1012,21;54,89;61,04;8,66
488;2020,02,21;13:03:20;4;4;3;10,84;1012,19;53,35;62,49;8,83
489;2020,02,21;13:06:20;4;4;3;11,14;1012,15;51,24;64,06;9,16
490;2020,02,21;13:09:21;4;4;2;11,43;1012,15;50,35;65,2;9,16
491;2020,02,21;13:12:21;3;3;2;11,72;1012,13;49,94;64,95;9,33
492;2020,02,21;13:15:21;3;3;2;11,94;1012,07;48,49;65,3;9,83
493;2020,02,21;13:18:21;3;3;2;12,06;1012,07;47,87;65,82;9,83
494;2020,02,21;13:21:21;3;3;2;12,08;1012,09;46,24;67,4;9,66
495;2020,02,21;13:24:22;4;4;2;12,08;1012,19;46,29;69,17;8,83
496;2020,02,21;13:27:22;4;4;2;12,01;1012,3;46,82;69,63;7,91
497;2020,02,21;13:30:22;4;4;2;12,02;1012,38;46,63;68,72;7,25
498;2020,02,21;13:33:22;4;4;3;12,01;1012,44;47,71;69,12;6,75
499;2020,02,21;13:36:22;4;4;2;11,91;1012,46;48,21;68;6,58
500;2020,02,21;13:39:23;4;4;3;11,7;1012,46;47,62;69,4;6,58
501;2020,02,21;13:42:23;4;4;2;11,57;1012,44;47,55;70,98;6,75
502;2020,02,21;13:45:23;5;5;4;11,78;1012,42;46,98;70,33;6,91
503;2020,02,21;13:48:23;5;5;3;12,15;1012,48;45,49;69,69;6,42
504;2020,02,21;13:51:23;5;5;3;12,56;1012,48;44,28;69,46;6,42
505;2020,02,21;13:54:24;5;5;4;12,99;1012,46;43,33;68,55;6,58
506;2020,02,21;13:57:24;3;3;2;13,27;1012,44;42,37;69,06;6,75
507;2020,02,21;14:00:24;3;3;2;13,54;1012,44;41,99;68,95;6,75
508;2020,02,21;14:03:24;3;3;2;13,56;1012,44;41,22;69,57;6,75
509;2020,02,21;14:06:25;3;3;2;13,54;1012,36;41,57;69,98;7,41
510;2020,02,21;14:09:25;4;4;3;13,38;1012,25;42,67;69,12;8,33
511;2020,02,21;14:12:25;3;3;2;13,03;1012,28;43,08;69,75;8,08
512;2020,02,21;14:15:25;3;3;2;12,58;1012,23;43,63;72,14;8,5
513;2020,02,21;14:18:25;4;4;2;12,09;1012,28;45,31;71,71;8,08
514;2020,02,21;14:21:26;4;4;3;11,6;1012,34;47,29;71,96;7,58
515;2020,02,21;14:24:26;6;6;4;11,05;1012,4;49,18;72,89;7,08
516;2020,02,21;14:27:26;4;4;3;10,58;1012,4;47,12;76,13;7,08
517;2020,02,21;14:30:26;8;9;6;10,36;1012,42;48,26;75,72;6,91
518;2020,02,21;14:33:26;9;10;7;10,23;1012,38;49,37;74,91;7,25
519;2020,02,21;14:36:27;10;11;8;10,26;1012,44;48,68;75,24;6,75
520;2020,02,21;14:39:27;7;7;5;10,4;1012,46;48,66;74,18;6,58
521;2020,02,21;14:42:27;4;4;3;10,49;1012,52;46,86;75,99;6,08
522;2020,02,21;14:45:27;7;7;5;10,71;1012,56;45,29;77,6;5,75
523;2020,02,21;14:48:28;5;5;4;10,99;1012,58;44,51;77,39;5,58
524;2020,02,21;14:51:28;4;4;3;11,16;1012,56;43;78,77;5,75
525;2020,02,21;14:54:28;4;4;2;11,2;1012,56;42,86;80,19;5,75
526;2020,02,21;14:57:28;4;4;3;11,16;1012,52;41,96;81,99;6,08
527;2020,02,21;15:00:28;9;10;7;11,11;1012,5;41,63;82,39;6,25
528;2020,02,21;15:03:29;8;9;6;11,17;1012,54;41,58;83,88;5,91
529;2020,02,21;15:06:29;5;5;3;11,36;1012,58;40,69;84,13;5,58
530;2020,02,21;15:09:29;4;4;2;11,5;1012,64;39,5;84,72;5,08
531;2020,02,21;15:12:29;6;6;4;11,54;1012,66;39,6;85,32;4,91
532;2020,02,21;15:15:29;7;7;5;11,55;1012,7;40,05;84,55;4,58
533;2020,02,21;15:18:30;5;5;3;11,53;1012,68;39,29;84,46;4,75
534;2020,02,21;15:21:30;4;4;3;11,42;1012,75;39,11;84,72;4,16
535;2020,02,21;15:24:30;5;5;3;11,33;1012,72;39,23;87,09;4,42
536;2020,02,21;15:27:30;4;4;3;11,31;1012,81;39,19;87,63;3,66
537;2020,02,21;15:30:30;5;5;3;11,23;1012,83;39,72;88,09;3,5
538;2020,02,21;15:33:31;10;11;8;11,2;1012,91;40,24;87,36;2,83
539;2020,02,21;15:36:31;4;4;3;11,17;1013,08;39,53;87,82;1,42
540;2020,02,21;15:39:31;4;4;3;11,2;1013,14;39,63;88,19;0,92
541;2020,02,21;15:42:31;4;4;3;11,23;1013,14;39,15;88,46;0,92
542;2020,02,21;15:45:32;7;7;5;11,25;1013,14;37,68;89,6;0,92
543;2020,02,21;15:48:32;6;6;4;11,26;1013,16;37,18;92,05;0,75
544;2020,02,21;15:51:32;8;9;6;11,33;1013,19;36,99;92,35;0,5
545;2020,02,21;15:54:32;5;5;4;11,31;1013,19;36,35;93,38;0,5
546;2020,02,21;15:57:32;4;4;2;11,22;1013,18;36,44;93,27;0,58
547;2020,02,21;16:00:33;9;10;7;11,2;1013,21;37,08;93,38;0,33
548;2020,02,21;16:03:33;5;5;4;11,21;1013,16;36,64;93,38;0,75
549;2020,02,21;16:06:33;4;4;3;11,22;1013,19;36,77;93,79;0,5
550;2020,02,21;16:09:33;5;5;4;11,22;1013,25;37,59;92,35;0
551;2020,02,21;16:12:33;6;6;4;11,29;1013,31;38,17;90,66;-0,5
552;2020,02,21;16:15:34;7;7;5;11,28;1013,33;37,7;90,66;-0,67
553;2020,02,21;16:18:34;7;7;5;11,23;1013,35;37,12;92,05;-0,83
554;2020,02,21;16:21:34;6;6;4;11,14;1013,45;37,24;91,85;-1,67
555;2020,02,21;16:24:34;5;5;3;11,02;1013,47;36,94;93,38;-1,83
556;2020,02,21;16:27:35;7;7;5;10,94;1013,53;37,48;93,69;-2,34
557;2020,02,21;16:30:35;8;9;6;10,86;1013,65;37,3;93,48;-3,33
558;2020,02,21;16:33:35;7;7;5;10,7;1013,68;37,5;94,21;-3,58
559;2020,02,21;16:36:35;7;7;5;10,49;1013,7;37,5;93,82;-3,75
560;2020,02,21;16:39:35;6;6;4;10,36;1013,74;37,86;93,82;-4,08
561;2020,02,21;16:42:36;9;10;7;10,16;1013,78;37,99;93,71;-4,41
562;2020,02,21;16:45:36;7;7;5;9,98;1013,8;38,1;94,82;-4,58
563;2020,02,21;16:48:36;7;8;5;9,88;1013,88;39,01;94,77;-5,25
564;2020,02,21;16:51:36;9;10;7;9,76;1013,9;39,22;94,19;-5,41
565;2020,02,21;16:54:36;6;6;4;9,63;1013,94;39,35;94,72;-5,74
566;2020,02,21;16:57:37;6;6;4;9,46;1013,98;39,75;94,67;-6,08
567;2020,02,21;17:00:37;10;11;8;9,31;1014,02;40,33;94,93;-6,41
568;2020,02,21;17:03:37;7;7;5;9,14;1014,08;40,44;95,63;-6,91
569;2020,02,21;17:06:37;7;7;5;8,94;1014,1;41,19;95,04;-7,08
570;2020,02,21;17:09:38;5;5;4;8,74;1014,16;41,29;95,69;-7,57
571;2020,02,21;17:12:38;5;5;3;8,58;1014,2;41,83;96,13;-7,91
572;2020,02,21;17:15:38;5;5;4;8,42;1014,21;42,27;96,9;-7,99
573;2020,02,21;17:18:38;5;5;4;8,3;1014,27;42,53;97,41;-8,49
574;2020,02,21;17:21:38;5;5;4;8,16;1014,33;43,61;95,8;-8,99
575;2020,02,21;17:24:39;7;7;5;8,03;1014,35;44,04;95,58;-9,15
576;2020,02,21;17:27:39;7;7;5;7,9;1014,37;44,51;95,28;-9,32
577;2020,02,21;17:30:39;8;9;6;7,79;1014,43;44,98;95,5;-9,82
578;2020,02,21;17:33:39;6;6;4;7,68;1014,51;45,46;95,07;-10,48
579;2020,02,21;17:36:39;8;9;6;7,58;1014,53;45,71;95,07;-10,65
580;2020,02,21;17:39:40;11;12;8;7,48;1014,55;46,16;93,17;-10,82
581;2020,02,21;17:42:40;9;10;7;7,4;1014,61;46,42;92,86;-11,32
582;2020,02,21;17:45:40;15;17;12;7,33;1014,65;46,58;92,66;-11,65
583;2020,02,21;17:48:40;14;16;11;7,27;1014,7;46,83;93,07;-12,07
584;2020,02,21;17:51:41;9;10;7;7,2;1014,82;47,29;92,45;-13,06
585;2020,02,21;17:54:41;8;9;6;7,14;1014,88;47,51;92,05;-13,57
586;2020,02,21;17:57:41;11;12;8;7,08;1014,92;47,61;91,55;-13,9
587;2020,02,21;18:00:41;11;12;8;7,01;1014,98;48,11;90,76;-14,4
588;2020,02,21;18:03:41;13;14;10;6,96;1015;47,88;91,65;-14,56
589;2020,02,21;18:06:42;9;10;7;6,96;1015,04;47,43;92,56;-14,89
590;2020,02,21;18:09:42;12;13;9;6,93;1015,08;47,66;91,65;-15,22
591;2020,02,21;18:12:42;12;13;9;6,93;1015,12;47,33;92,66;-15,56
592;2020,02,21;18:15:42;10;11;8;6,94;1015,15;47;93,9;-15,81
593;2020,02,21;18:18:43;13;15;10;6,93;1015,15;47,02;94,32;-15,81
594;2020,02,21;18:21:43;10;11;8;6,93;1015,19;46,77;95,5;-16,14
595;2020,02,21;18:24:43;8;9;6;6,91;1015,25;47,07;95,28;-16,64
596;2020,02,21;18:27:43;9;10;7;6,87;1015,31;47,31;94,64;-17,14
597;2020,02,21;18:30:43;7;7;5;6,83;1015,33;47,37;95,5;-17,3
598;2020,02,21;18:33:44;8;9;6;6,79;1015,33;47,38;94,19;-17,3
599;2020,02,21;18:36:44;7;7;5;6,74;1015,35;47,49;94,14;-17,47
600;2020,02,21;18:39:44;8;9;6;6,67;1015,35;47,93;94,53;-17,47
601;2020,02,21;18:42:44;8;9;6;6,59;1015,39;48,33;94,11;-17,8
602;2020,02,21;18:45:44;10;11;7;6,51;1015,43;48,68;92,66;-18,14
603;2020,02,21;18:48:45;11;12;8;6,44;1015,47;49,23;91,65;-18,46
604;2020,02,21;18:51:45;37;42;30;6,37;1015,49;49,82;90,46;-18,63
605;2020,02,21;18:54:45;10;11;8;6,32;1015,53;50,24;88,84;-18,97
606;2020,02,21;18:57:45;10;11;8;6,25;1015,61;50,68;89,03;-19,63
607;2020,02,21;19:00:46;8;9;6;6,18;1015,63;50,63;89,69;-19,8
608;2020,02,21;19:03:46;9;10;7;6,13;1015,69;50,69;90,37;-20,3
609;2020,02,21;19:06:46;10;11;8;6,09;1015,67;50,66;89,98;-20,13
610;2020,02,21;19:09:46;9;10;7;6,06;1015,71;50,59;89,5;-20,46
611;2020,02,21;19:12:46;8;9;6;6,05;1015,71;50,48;91,35;-20,46
612;2020,02,21;19:15:47;9;10;7;6,03;1015,73;50,53;91,95;-20,63
613;2020,02,21;19:18:47;10;11;8;6,02;1015,75;50,32;92,66;-20,79
614;2020,02,21;19:21:47;9;10;7;6,01;1015,81;50,11;92,96;-21,29
615;2020,02,21;19:24:47;8;9;6;6;1015,85;50,03;93,27;-21,62
616;2020,02,21;19:27:48;8;9;6;6;1015,87;49,88;93,07;-21,79
617;2020,02,21;19:30:48;9;10;7;5,98;1015,87;50,25;92,35;-21,79
618;2020,02,21;19:33:48;8;9;6;5,93;1015,93;50,65;91,95;-22,29
619;2020,02,21;19:36:48;8;9;6;5,89;1015,97;51,09;90,86;-22,62
620;2020,02,21;19:39:48;7;7;5;5,84;1016,03;51,02;91,45;-23,12
621;2020,02,21;19:42:49;8;9;6;5,77;1016,05;51,02;92,25;-23,29
622;2020,02,21;19:45:49;9;10;7;5,72;1016,11;51,02;91,95;-23,79
623;2020,02,21;19:48:49;11;12;8;5,65;1016,16;51,32;91,95;-24,2
624;2020,02,21;19:51:49;11;12;8;5,59;1016,22;51,59;91,95;-24,7
625;2020,02,21;19:54:49;9;10;7;5,53;1016,28;52,09;91,55;-25,2
626;2020,02,21;19:57:50;9;10;6;5,5;1016,34;51,67;91,55;-25,69
627;2020,02,21;20:00:50;9;10;7;5,47;1016,4;51,7;91,85;-26,2
628;2020,02,21;20:03:50;9;10;7;5,43;1016,48;51,86;91,45;-26,86
629;2020,02,21;20:06:50;10;11;8;5,39;1016,48;52,19;90,76;-26,86
630;2020,02,21;20:09:51;19;21;15;5,34;1016,54;52,64;90,46;-27,36
631;2020,02,21;20:12:51;16;18;13;5,3;1016,6;52,68;88,84;-27,85
632;2020,02,21;20:15:51;13;14;10;5,26;1016,6;52,73;88,37;-27,85
633;2020,02,21;20:18:51;16;18;13;5,22;1016,62;53,03;88,37;-28,02
634;2020,02,21;20:21:51;22;24;17;5,18;1016,65;53;87;-28,27
635;2020,02,21;20:24:52;14;15;11;5,14;1016,69;53,17;88,56;-28,6
636;2020,02,21;20:27:52;12;13;9;5,1;1016,73;53,33;87,27;-28,93
637;2020,02,21;20:30:52;11;12;8;5,07;1016,75;53,4;87,27;-29,1
638;2020,02,21;20:33:52;9;10;7;5,06;1016,83;53,42;86,64;-29,76
639;2020,02,21;20:36:53;9;10;7;5,03;1016,91;53,71;86,55;-30,43
640;2020,02,21;20:39:53;10;11;8;5,02;1016,95;54,03;86,37;-30,76
641;2020,02,21;20:42:53;11;12;8;5,04;1016,99;54,15;88;-31,09
642;2020,02,21;20:45:53;13;14;10;5,04;1017,05;54,17;88,75;-31,59
643;2020,02,21;20:48:53;32;36;26;5,03;1017,07;54,49;87,91;-31,75
644;2020,02,21;20:51:54;14;16;11;5,01;1017,1;54,56;86,46;-32
645;2020,02,21;20:54:54;13;14;10;4,99;1017,12;54,71;86,46;-32,17
646;2020,02,21;20:57:54;11;12;8;4,96;1017,12;54,73;85,41;-32,17
647;2020,02,21;21:00:54;10;11;8;4,94;1017,14;54,56;86,82;-32,34
648;2020,02,21;21:03:54;8;9;6;4,94;1017,14;54,34;88,65;-32,34
649;2020,02,21;21:06:55;8;9;6;4,93;1017,18;54,39;88,65;-32,67
650;2020,02,21;21:09:55;8;9;6;4,92;1017,18;54,68;87,73;-32,67
651;2020,02,21;21:12:55;7;7;5;4,91;1017,24;54,83;86,91;-33,17
652;2020,02,21;21:15:55;9;10;7;4,9;1017,22;55,12;87,73;-33
653;2020,02,21;21:18:56;10;11;8;4,9;1017,26;55,4;87,27;-33,33
654;2020,02,21;21:21:56;15;17;12;4,87;1017,28;55,88;85,93;-33,5
655;2020,02,21;21:24:56;11;12;8;4,86;1017,32;55,81;86,55;-33,83
656;2020,02,21;21:27:56;9;10;7;4,88;1017,34;55,5;87,73;-34
657;2020,02,21;21:30:56;8;9;6;4,89;1017,36;55,3;87,91;-34,16
658;2020,02,21;21:33:57;9;10;7;4,92;1017,34;55,28;88,56;-34
659;2020,02,21;21:36:57;8;9;6;4,9;1017,34;55,79;87;-34
660;2020,02,21;21:39:57;7;7;5;4,86;1017,36;56,29;85,76;-34,16
661;2020,02,21;21:42:57;8;9;6;4,85;1017,38;56,1;87,18;-34,33
662;2020,02,21;21:45:58;7;7;5;4,87;1017,34;55,86;87,73;-34
663;2020,02,21;21:48:58;7;7;5;4,9;1017,34;55,62;89,03;-34
